Event,X Fixation Data,Y Fixation Data,Timestamp,Valid Left Pupil,Valid Right Pupil,Left Pupil Size,Left Pupil Scale,Right Pupil Size,Right Pupil Scale,Valid Left Gaze,Valid Right Gaze,Left X Gaze,Left Y Gaze,Right X Gaze,Right Y Gaze,Valid Fixation
Data,1301.6064,451.0188,00:01:38:0634,1,1,30.12516,0.95824,27.68868,0.94931,1,1,0.64373,0.43870,0.69214,0.40005,1
Data,1300.2816,450.53279999999995,00:01:38:0641,1,1,30.16722,0.94066,27.74762,0.93173,1,1,0.64665,0.44500,0.68576,0.37480,1
Data,1298.8224,450.8028,00:01:38:0648,1,1,30.15005,0.92307,27.75635,0.91415,1,1,0.64370,0.45931,0.68325,0.38405,1
Data,1300.0128,450.468,00:01:38:0655,1,1,30.11572,0.91415,27.98349,0.91415,1,1,0.68866,0.44439,0.68788,0.37880,1
Data,1298.4192,451.8504,00:01:38:0662,1,1,30.07038,0.91415,27.73599,0.91415,1,1,0.64255,0.46711,0.67861,0.41814,1
Data,1298.4192,451.8504,00:01:38:0669,1,1,30.07038,0.91415,27.73599,0.91415,1,1,0.64255,0.46711,0.67861,0.41814,1
Data,1292.7744,452.466,00:01:38:0676,1,1,29.78391,0.94038,27.86025,0.94931,1,1,0.62690,0.44311,0.62362,0.38583,1
Data,1288.7616,452.034,00:01:38:0683,1,1,29.89719,0.95796,27.84129,0.96689,1,1,0.62205,0.43764,0.62833,0.38205,1
Data,1285.1136,451.4832,00:01:38:0690,1,1,29.81975,0.96689,27.88540,0.96689,1,1,0.62333,0.43033,0.62833,0.38205,1
Data,1280.9664,450.576,00:01:38:0697,1,1,29.90045,0.95824,27.82288,0.94931,1,1,0.59586,0.44581,0.63469,0.34836,1
Data,1278.048,450.1332,00:01:38:0704,1,1,29.79644,0.94066,27.79997,0.93173,1,1,0.62245,0.45437,0.63254,0.35898,1
Data,1275.1871999999998,450.2196,00:01:38:0711,1,1,29.83799,0.92307,27.81893,0.91415,1,1,0.61986,0.46877,0.63101,0.36878,1
Data,1269.984,450.6516,00:01:38:0718,1,1,29.95090,0.91415,27.79101,0.91415,1,1,0.62155,0.46914,0.62884,0.37715,1
Data,1269.984,450.6516,00:01:38:0725,1,1,29.95090,0.91415,27.79101,0.91415,1,1,0.62155,0.46914,0.62884,0.37715,1
End,1267.6608,450.8676,00:01:38:0732,1,1,29.83799,0.91415,27.78507,0.91415,1,1,0.62155,0.46914,0.62884,0.37715,1
Begin,1208.7552,452.0016,00:01:38:0760,1,1,29.88594,0.92307,27.81334,0.93200,1,1,0.62487,0.45660,0.63359,0.36191,1
Data,1207.3536,448.1676,00:01:38:0767,1,1,29.80447,0.94093,28.03858,0.94093,1,1,0.62258,0.45189,0.63285,0.36016,1
Data,1207.5648,447.34680000000003,00:01:38:0774,1,1,29.83398,0.94093,27.70910,0.93200,1,1,0.62699,0.45520,0.63218,0.36413,1
Data,1207.5648,447.34680000000003,00:01:38:0781,1,1,29.83398,0.94093,27.70910,0.93200,1,1,0.62699,0.45520,0.63218,0.36413,1
Data,1206.8352,447.3684,00:01:38:0788,1,1,29.87569,0.93200,27.76691,0.92307,1,1,0.62190,0.45383,0.62993,0.37490,1
Data,1204.3968,449.7012,00:01:38:0795,1,1,29.96963,0.91415,27.68104,0.91415,1,1,0.61463,0.48065,0.62435,0.37849,1
Data,1203.3984,450.9216,00:01:38:0802,1,1,29.96963,0.91415,27.64003,0.91415,1,1,0.61728,0.48141,0.62597,0.37619,1
Data,1203.3984,450.9216,00:01:38:0809,1,1,29.96963,0.91415,27.64003,0.91415,1,1,0.61728,0.48141,0.62597,0.37619,1
Data,1201.92,452.844,00:01:38:0816,1,1,29.79614,0.91415,27.68452,0.91415,1,1,0.61780,0.47887,0.62598,0.37988,1
Data,1201.3824000000002,453.5028,00:01:38:0823,1,1,29.89820,0.91415,27.69633,0.91415,1,1,0.61509,0.47866,0.62900,0.37699,1
Data,1200.9024,454.06440000000003,00:01:38:0829,1,1,30.05858,0.91415,27.66928,0.91415,1,1,0.61509,0.47866,0.62900,0.37699,1
Data,1200.9024,454.06440000000003,00:01:38:0836,1,1,30.05858,0.91415,27.66928,0.91415,1,1,0.61509,0.47866,0.62900,0.37699,1
Data,1198.848,455.1012,00:01:38:0843,1,1,29.83370,0.91415,27.72539,0.91415,1,1,0.61251,0.48390,0.62080,0.37126,1
Data,1198.0224,455.4684,00:01:38:0850,1,1,29.72109,0.91415,27.72247,0.91415,1,1,0.61251,0.48390,0.62080,0.37126,1
Data,1197.2928,455.61960000000005,00:01:38:0857,1,1,29.86948,0.91415,27.71967,0.91415,1,1,0.61579,0.47477,0.61800,0.37373,1
Data,1196.5632,456.5268,00:01:38:0864,1,1,29.64414,0.91415,27.65108,0.91415,1,1,0.61245,0.46990,0.61919,0.40767,1
Data,1195.872,457.3584,00:01:38:0871,1,1,29.75728,0.91415,27.66579,0.91415,1,1,0.61245,0.46990,0.61919,0.40767,1
Data,1196.1791999999998,458.4168,00:01:38:0878,1,1,29.81730,0.91415,27.67829,0.91415,1,1,0.60827,0.47668,0.64424,0.41365,1
Data,1198.752,459.0648,00:01:38:0885,1,1,29.76298,0.91415,27.68182,0.91415,1,1,0.63934,0.45478,0.63894,0.40855,1
Data,1198.752,459.0648,00:01:38:0892,1,1,29.76298,0.91415,27.68182,0.91415,1,1,0.63934,0.45478,0.63894,0.40855,1
Data,1197.6000000000001,460.6956,00:01:38:0899,1,1,29.76301,0.91415,27.61105,0.91415,1,1,0.59564,0.50259,0.62282,0.42298,1
Data,1197.2928,461.5704,00:01:38:0906,1,1,29.69666,0.91415,27.56033,0.91415,1,1,0.61226,0.50713,0.62724,0.38804,1
Data,1197.1200000000001,464.1732,00:01:38:0913,1,1,29.68329,0.91415,27.64673,0.91415,1,1,0.59422,0.52187,0.65512,0.42722,1
Data,1197.1200000000001,464.1732,00:01:38:0920,1,1,29.68329,0.91415,27.64673,0.91415,1,1,0.59422,0.52187,0.65512,0.42722,1
Data,1197.2928,466.1928,00:01:38:0927,1,1,29.68207,0.91415,27.76027,0.91415,1,1,0.59391,0.53748,0.65853,0.43098,1
Data,1197.3120000000001,469.7676,00:01:38:0934,1,1,29.78550,0.91415,27.76720,0.91415,1,1,0.59417,0.53287,0.64843,0.42999,1
Data,1196.9472,470.90160000000003,00:01:38:0941,1,1,29.78121,0.91415,27.85775,0.91415,1,1,0.58730,0.54246,0.64777,0.39512,1
Data,1196.6592,471.798,00:01:38:0948,1,1,29.75076,0.92280,27.90009,0.92280,1,1,0.58836,0.53579,0.64868,0.39057,1
Data,1196.6592,471.798,00:01:38:0955,1,1,29.75076,0.92280,27.90009,0.92280,1,1,0.58836,0.53579,0.64868,0.39057,1
End,1198.0416,472.6296,00:01:38:0962,1,1,29.75317,0.94011,27.50312,0.94011,1,1,0.62160,0.51308,0.64866,0.38158,1
Begin,1210.6176,502.5348,00:01:38:0990,1,1,29.76996,0.90665,27.56044,0.90665,1,1,0.61329,0.54280,0.64615,0.40784,1
Data,1217.1072,496.67040000000003,00:01:38:0997,1,1,29.76109,0.89915,27.55845,0.89915,1,1,0.65156,0.46774,0.64322,0.40862,1
Data,1217.6832000000002,490.8492,00:01:39:0004,1,1,29.76109,0.89165,27.58936,0.89165,1,1,0.62198,0.43745,0.64945,0.41763,1
Data,1218.4128,485.7624,00:01:39:0011,1,1,29.66836,0.90030,27.61935,0.90030,1,1,0.62331,0.42984,0.65040,0.41318,1
Data,1221.8304,478.8612,00:01:39:0018,1,1,29.86706,0.91645,27.57079,0.91645,1,1,0.65548,0.39380,0.64232,0.40348,1
Data,1222.8288,473.84999999999997,00:01:39:0025,1,1,29.76109,0.93261,27.65618,0.93261,1,1,0.62876,0.40259,0.65325,0.40066,1
Data,1224.0192,468.63359999999994,00:01:39:0032,1,1,29.91797,0.94876,27.65618,0.94876,1,1,0.63121,0.38852,0.65501,0.39245,1
Data,1225.056,465.0372,00:01:39:0039,1,1,30.01164,0.94876,27.76434,0.94876,1,1,0.63405,0.40271,0.65273,0.39179,1
Data,1226.0928,461.55960000000005,00:01:39:0046,1,1,30.05587,0.94876,27.76434,0.94876,1,1,0.63500,0.39492,0.65421,0.38913,1
Data,1226.6304,457.2936,00:01:39:0053,1,1,29.96194,0.94876,27.80140,0.94876,1,1,0.60556,0.41504,0.66745,0.39971,1
Data,1226.6304,457.2936,00:01:39:0060,1,1,29.96194,0.94876,27.80140,0.94876,1,1,0.60556,0.41504,0.66745,0.39971,1
Data,1225.9776000000002,456.3324,00:01:39:0067,1,1,30.01669,0.94876,27.67941,0.94876,1,1,0.60415,0.42328,0.66339,0.39684,1
Data,1225.4016,455.49,00:01:39:0074,1,1,30.16945,0.94876,27.67863,0.94876,1,1,0.60415,0.42328,0.66339,0.39684,1
Data,1222.6944,454.2912,00:01:39:0081,1,1,29.81423,0.94876,27.82773,0.94876,1,1,0.61385,0.42473,0.64057,0.40307,1
Data,1222.6944,454.2912,00:01:39:0088,1,1,29.81423,0.94876,27.82773,0.94876,1,1,0.61385,0.42473,0.64057,0.40307,1
Data,1221.7344,453.9132,00:01:39:0095,1,1,29.79177,0.94876,27.80857,0.94876,1,1,0.61385,0.42473,0.64057,0.40307,1
Data,1221.5808,452.02320000000003,00:01:39:0102,1,1,29.93297,0.94876,28.02816,0.94876,1,1,0.62242,0.41816,0.64974,0.38961,1
Data,1221.5616,451.31039999999996,00:01:39:0109,1,1,29.89438,0.94876,27.96474,0.94876,1,1,0.62242,0.41816,0.64974,0.38961,1
Data,1221.5616,451.31039999999996,00:01:39:0116,1,1,29.89438,0.94876,27.96474,0.94876,1,1,0.62242,0.41816,0.64974,0.38961,1
Data,1222.3296,451.53720000000004,00:01:39:0123,1,1,30.00666,0.94876,27.90034,0.94876,1,1,0.62601,0.47059,0.66046,0.38823,1
Data,1222.752,452.2716,00:01:39:0130,1,1,30.00666,0.94011,28.08324,0.94011,1,1,0.62471,0.47745,0.65947,0.39264,1
Data,1223.9808,451.6668,00:01:39:0137,1,1,30.08484,0.93145,27.95059,0.93145,1,1,0.64161,0.41795,0.66560,0.39051,1
Data,1223.9808,451.6668,00:01:39:0144,1,1,30.08484,0.93145,27.95059,0.93145,1,1,0.64161,0.41795,0.66560,0.39051,1
Data,1225.9008,453.22200000000004,00:01:39:0151,1,1,30.04137,0.90665,27.93877,0.90665,1,1,0.63417,0.48627,0.66630,0.40113,1
Data,1225.3824,454.26959999999997,00:01:39:0158,1,1,29.95766,0.89915,28.02079,0.89915,1,1,0.61296,0.49282,0.64844,0.40296,1
Data,1224.2688,455.868,00:01:39:0165,1,1,30.03151,0.89165,28.05867,0.89165,1,1,0.58936,0.52395,0.65223,0.40580,1
Data,1223.2128,457.3584,00:01:39:0172,1,1,30.04296,0.89165,28.12012,0.89165,1,1,0.58936,0.52395,0.65223,0.40580,1
Data,1222.2528,459.4212,00:01:39:0179,1,1,30.01402,0.89915,28.30024,0.89915,1,1,0.58615,0.57175,0.65558,0.39752,1
Data,1221.3696,460.998,00:01:39:0186,1,1,30.10544,0.90665,28.15332,0.90665,1,1,0.60428,0.55274,0.63871,0.39443,1
Data,1220.5824,462.32640000000004,00:01:39:0193,1,1,30.13107,0.91415,28.21414,0.91415,1,1,0.60532,0.54707,0.63943,0.39043,1
Data,1223.712,462.2292,00:01:39:0200,1,1,30.59008,0.91415,28.32015,0.91415,1,1,0.67994,0.47582,0.70514,0.37402,1
Data,1227.7248,462.17519999999996,00:01:39:0206,1,1,30.53328,0.91415,28.20055,0.91415,1,1,0.69259,0.44565,0.73249,0.40633,1
Data,1231.6032,461.97,00:01:39:0213,1,1,30.36326,0.91415,28.20766,0.93349,1,1,0.69259,0.44565,0.73627,0.39685,1
Data,1236.4416,460.8468,00:01:39:0220,1,1,30.17702,0.93349,28.29953,0.95284,1,1,0.72986,0.39503,0.74440,0.38097,1
End,1241.3952,459.29159999999996,00:01:39:0227,1,1,30.29456,0.95284,28.16631,0.97218,1,1,0.73425,0.38234,0.75476,0.35912,1
Begin,1371.4943999999998,412.11719999999997,00:01:39:0255,1,1,30.34304,0.96028,28.43840,0.94093,1,1,0.71623,0.36853,0.73549,0.37195,1
Data,1371.4176,412.452,00:01:39:0262,1,1,30.44721,0.94093,28.30639,0.93200,1,1,0.68781,0.39037,0.74040,0.37593,1
Data,1374.336,412.8084,00:01:39:0269,1,1,30.34457,0.92307,28.27333,0.91415,1,1,0.69254,0.39598,0.74481,0.37623,1
Data,1375.8528,412.8084,00:01:39:0276,1,1,30.22499,0.91415,28.36923,0.91415,1,1,0.69187,0.38995,0.75236,0.37440,1
Data,1375.8528,412.8084,00:01:39:0283,1,1,30.22499,0.91415,28.36923,0.91415,1,1,0.69187,0.38995,0.75236,0.37440,1
Data,1377.3503999999998,409.9572,00:01:39:0290,1,1,30.50470,0.93290,28.24682,0.94182,1,1,0.70454,0.36631,0.74119,0.35646,1
Data,1379.0400000000002,406.1124,00:01:39:0297,1,1,30.17519,0.96057,28.18125,0.96950,1,1,0.73007,0.34202,0.72414,0.33879,1
Data,1382.1696,401.0688,00:01:39:0304,1,1,30.15131,0.98825,28.05767,0.99718,1,1,0.74133,0.31073,0.73414,0.32945,1
Data,1382.1696,401.0688,00:01:39:0311,1,1,30.15131,0.98825,28.05767,0.99718,1,1,0.74133,0.31073,0.73414,0.32945,1
Data,1385.0303999999999,394.08119999999997,00:01:39:0318,1,1,30.39680,0.97843,28.23362,0.96950,1,1,0.69093,0.33260,0.75297,0.33875,1
Data,1385.1263999999999,393.606,00:01:39:0325,1,1,30.44933,0.95075,28.22356,0.94182,1,1,0.68801,0.35812,0.75607,0.35853,1
Data,1384.6272000000001,394.3296,00:01:39:0332,1,1,30.29948,0.92307,28.38917,0.92307,1,1,0.68256,0.38200,0.75207,0.36821,1
Data,1384.6848,394.2756,00:01:39:0339,1,1,30.43513,0.92307,28.31649,0.93200,1,1,0.69639,0.36345,0.74675,0.36529,1
Data,1384.7232000000001,394.0272,00:01:39:0346,1,1,30.46885,0.93200,28.28732,0.94093,1,1,0.71515,0.35105,0.72799,0.37091,1
Data,1384.8576,393.5952,00:01:39:0353,1,1,30.18840,0.94093,28.32957,0.94093,1,1,0.71713,0.34333,0.72799,0.37091,1
Data,1384.6463999999999,393.3576,00:01:39:0360,1,1,30.40583,0.94093,28.33654,0.93200,1,1,0.69882,0.34862,0.73931,0.37155,1
Data,1384.4928,393.6168,00:01:39:0367,1,1,30.42587,0.93200,28.19547,0.92307,1,1,0.68385,0.36899,0.75525,0.36957,1
Data,1384.2815999999998,394.0488,00:01:39:0374,1,1,30.35713,0.92307,28.29576,0.92307,1,1,0.68209,0.37676,0.75525,0.36957,1
Data,1383.5711999999999,394.3404,00:01:39:0381,1,1,30.55844,0.92307,28.25707,0.93200,1,1,0.70329,0.36635,0.72156,0.37590,1
Data,1383.9168,394.2864,00:01:39:0388,1,1,30.43760,0.93200,28.11044,0.94093,1,1,0.71263,0.35688,0.73716,0.37123,1
Data,1384.3008,394.08119999999997,00:01:39:0395,1,1,30.32651,0.94093,28.19318,0.94093,1,1,0.71460,0.34920,0.73716,0.37123,1
Data,1383.4176,394.7292,00:01:39:0402,1,1,30.44188,0.94093,28.25785,0.93200,1,1,0.68423,0.37193,0.73367,0.38880,1
Data,1382.5919999999999,396.2412,00:01:39:0409,1,1,30.30801,0.92307,28.24719,0.91415,1,1,0.68775,0.37544,0.73949,0.40089,1
Data,1382.5919999999999,396.2412,00:01:39:0416,1,1,30.30801,0.92307,28.24719,0.91415,1,1,0.68775,0.37544,0.73949,0.40089,1
Data,1382.6304,397.2996,00:01:39:0423,1,1,30.43080,0.91415,28.22811,0.91415,1,1,0.71321,0.38242,0.72847,0.40825,1
Data,1383.9168,397.4076,00:01:39:0430,1,1,30.26287,0.91415,28.21809,0.91415,1,1,0.73378,0.36755,0.74629,0.37440,1
Data,1385.0880000000002,397.9584,00:01:39:0437,1,1,30.39131,0.92307,28.34748,0.93200,1,1,0.69178,0.39288,0.74849,0.37402,1
Data,1385.0496,398.1096,00:01:39:0444,1,1,30.44300,0.93200,28.34403,0.94093,1,1,0.70970,0.37506,0.73170,0.37102,1
Data,1385.0496,398.1096,00:01:39:0451,1,1,30.44300,0.93200,28.34403,0.94093,1,1,0.70970,0.37506,0.73170,0.37102,1
Data,1384.9728,398.72520000000003,00:01:39:0458,1,1,30.33340,0.94093,28.19179,0.93200,1,1,0.70880,0.38144,0.73079,0.39478,1
Data,1384.4352000000001,399.10319999999996,00:01:39:0465,1,1,30.41341,0.93200,28.25608,0.92307,1,1,0.68081,0.41246,0.74134,0.35118,1
Data,1383.8591999999999,399.5676,00:01:39:0472,1,1,30.46223,0.92307,28.27218,0.92307,1,1,0.67906,0.41988,0.74134,0.35118,1
Data,1383.8591999999999,399.5676,00:01:39:0479,1,1,30.46223,0.92307,28.27218,0.92307,1,1,0.67906,0.41988,0.74134,0.35118,1
Data,1385.2032,400.0212,00:01:39:0486,1,1,30.52645,0.93200,28.24654,0.94093,1,1,0.72884,0.39298,0.75477,0.36112,1
Data,1386.2784,400.0428,00:01:39:0493,1,1,30.48302,0.94093,28.32895,0.94986,1,1,0.73095,0.38566,0.75666,0.35654,1
Data,1385.6448,400.4316,00:01:39:0500,1,1,30.51395,0.94986,28.37132,0.94986,1,1,0.69348,0.40211,0.72339,0.36855,1
Data,1385.5104000000001,400.8204,00:01:39:0507,1,1,30.55867,0.94986,28.38845,0.94986,1,1,0.70002,0.40376,0.73758,0.36759,1
Data,1385.5104000000001,400.9284,00:01:39:0514,1,1,30.26169,0.96861,28.44605,0.95968,1,1,0.70392,0.38859,0.73947,0.36261,1
Data,1385.9712,400.4856,00:01:39:0521,1,1,30.57274,0.97843,28.16724,0.96950,1,1,0.73497,0.34843,0.72886,0.35787,1
Data,1386.9504,400.0752,00:01:39:0528,1,1,30.40664,0.97932,28.28654,0.97932,1,1,0.71598,0.37214,0.75019,0.35550,1
Data,1386.9504,400.0752,00:01:39:0535,1,1,30.40664,0.97932,28.28654,0.97932,1,1,0.71598,0.37214,0.75019,0.35550,1
Data,1386.6816000000001,400.3884,00:01:39:0542,1,1,30.49395,0.96057,28.29817,0.96950,1,1,0.69956,0.39847,0.73272,0.36985,1
Data,1385.7984000000001,400.8852,00:01:39:0549,1,1,30.35888,0.95075,28.31542,0.95968,1,1,0.68423,0.41017,0.71577,0.37574,1
Data,1386.816,400.0536,00:01:39:0556,1,1,30.42034,0.94959,28.31542,0.94959,1,1,0.68400,0.41112,0.71407,0.38080,1
Data,1385.8175999999999,400.11839999999995,00:01:39:0563,1,1,30.54633,0.95824,28.12989,0.94931,1,1,0.70366,0.39436,0.70409,0.33547,1
Data,1385.3376,400.30199999999996,00:01:39:0570,1,1,30.46557,0.95796,28.28933,0.94904,1,1,0.71396,0.38836,0.72004,0.34989,1
Data,1383.9168,400.8204,00:01:39:0577,1,1,30.55273,0.93145,28.40036,0.93145,1,1,0.66778,0.44121,0.71038,0.36143,1
Data,1383.3024,401.1012,00:01:39:0583,1,1,30.41924,0.92280,28.26864,0.92280,1,1,0.68462,0.42335,0.72579,0.36209,1
Data,1383.3024,401.1012,00:01:39:0590,1,1,30.41924,0.92280,28.26864,0.92280,1,1,0.68462,0.42335,0.72579,0.36209,1
Data,1382.7264,401.3388,00:01:39:0597,1,1,30.62567,0.91415,28.26444,0.92307,1,1,0.68286,0.43051,0.72584,0.36194,1
Data,1381.9008000000001,401.7492,00:01:39:0604,1,1,30.48881,0.93200,28.18290,0.94093,1,1,0.68294,0.41585,0.73498,0.35349,1
Data,1381.3632,402.192,00:01:39:0611,1,1,30.56751,0.94093,28.10534,0.94093,1,1,0.68471,0.40848,0.73498,0.35349,1
Data,1381.3632,402.192,00:01:39:0618,1,1,30.56751,0.94093,28.10534,0.94093,1,1,0.68471,0.40848,0.73498,0.35349,1
Data,1378.7903999999999,404.4384,00:01:39:0625,1,1,30.55960,0.93200,28.02506,0.92307,1,1,0.67970,0.39470,0.71750,0.36818,1
Data,1377.1200000000001,406.04760000000005,00:01:39:0632,1,1,30.62248,0.92307,28.07911,0.91415,1,1,0.67795,0.40227,0.71592,0.37289,1
Data,1376.6208000000001,408.1428,00:01:39:0639,1,1,30.37025,0.91415,27.77470,0.91415,1,1,0.69983,0.45632,0.71835,0.40134,1
End,1376.6208000000001,408.1428,00:01:39:0646,1,1,30.37025,0.91415,27.77470,0.91415,1,1,0.69983,0.45632,0.71835,0.40134,1
Begin,1269.7151999999999,370.98,00:01:39:0849,1,1,30.14232,0.94066,27.96936,0.93173,1,1,0.63466,0.39381,0.68458,0.34305,1
Data,1268.0639999999999,379.08,00:01:39:0856,1,1,30.23367,0.92307,28.02671,0.91415,1,1,0.63192,0.40913,0.68210,0.35285,1
Data,1266.3552,387.7308,00:01:39:0863,1,1,30.33353,0.91415,28.24631,0.91415,1,1,0.62853,0.43484,0.68171,0.36331,1
Data,1266.0288,394.1676,00:01:39:0870,1,1,30.36602,0.91415,28.13706,0.91415,1,1,0.63141,0.44029,0.68523,0.36122,1
Data,1265.6256,399.28679999999997,00:01:39:0877,1,1,30.21980,0.91415,28.01059,0.90641,1,1,0.63141,0.44029,0.68411,0.36547,1
Data,1265.1263999999999,401.88960000000003,00:01:39:0884,1,1,30.37204,0.90641,27.90504,0.89867,1,1,0.63049,0.40815,0.68313,0.37458,1
Data,1263.8591999999999,408.7908,00:01:39:0891,1,1,30.27499,0.89093,27.99276,0.88319,1,1,0.62580,0.42859,0.68358,0.39149,1
Data,1263.8591999999999,408.7908,00:01:39:0898,1,1,30.27499,0.89093,27.99276,0.88319,1,1,0.62580,0.42859,0.68358,0.39149,1
Data,1262.7648,413.4996,00:01:39:0905,1,1,30.18066,0.88319,28.15876,0.88319,1,1,0.62018,0.45823,0.68265,0.40353,1
Data,1261.5552,417.2256,00:01:39:0912,1,1,30.14671,0.88319,28.03076,0.88319,1,1,0.62036,0.45951,0.67878,0.39583,1
Data,1262.7072,420.6384,00:01:39:0919,1,1,30.22526,0.89093,28.06162,0.89867,1,1,0.65903,0.39086,0.68678,0.39806,1
Data,1264.2624,420.2172,00:01:39:0926,1,1,30.12255,0.89867,28.08495,0.90641,1,1,0.66062,0.37861,0.68074,0.38771,1
Data,1264.2624,420.2172,00:01:39:0933,1,1,30.12255,0.89867,28.08495,0.90641,1,1,0.66062,0.37861,0.68074,0.38771,1
Data,1267.2576,418.3596,00:01:39:0940,1,1,30.07210,0.92307,28.16218,0.93200,1,1,0.66263,0.36859,0.68245,0.37552,1
Data,1264.4544,418.0788,00:01:39:0947,1,1,30.05993,0.93200,28.29485,0.94093,1,1,0.62025,0.41045,0.64413,0.35446,1
Data,1262.016,417.4848,00:01:39:0953,1,1,29.92843,0.94093,28.24544,0.94986,1,1,0.62155,0.40268,0.64500,0.34953,1
Data,1260.3455999999999,417.3768,00:01:39:0960,1,1,29.77564,0.94986,28.26779,0.94986,1,1,0.62582,0.41210,0.65213,0.35653,1
Data,1258.9632000000001,417.43080000000003,00:01:39:0967,1,1,29.82265,0.94986,28.27796,0.94986,1,1,0.62714,0.41606,0.65392,0.35932,1
Data,1257.6960000000001,417.4848,00:01:39:0974,1,1,29.94958,0.94986,28.26978,0.94986,1,1,0.62714,0.41606,0.65392,0.35932,1
Data,1256.5439999999999,417.7764,00:01:39:0981,1,1,29.67818,0.94986,28.31036,0.94986,1,1,0.62346,0.42215,0.65799,0.36386,1
Data,1255.4112,417.9492,00:01:39:0988,1,1,29.61908,0.94986,28.22433,0.94986,1,1,0.62423,0.41935,0.65527,0.36213,1
Data,1254.3744,418.1004,00:01:39:0995,1,1,29.73061,0.94986,28.31595,0.94986,1,1,0.62423,0.41935,0.65527,0.36213,1
Data,1252.0704,418.8672,00:01:40:0002,1,1,29.79958,0.94986,28.23595,0.94986,1,1,0.61865,0.43886,0.62330,0.37370,1
Data,1249.9968,419.7744,00:01:40:0009,1,1,29.86217,0.94986,28.40839,0.94986,1,1,0.61901,0.44664,0.62445,0.37595,1
Data,1248.0576,420.61679999999996,00:01:40:0016,1,1,29.86217,0.94986,28.35591,0.94986,1,1,0.61901,0.44664,0.62445,0.37595,1
Data,1247.3088,421.416,00:01:40:0023,1,1,29.94821,0.94986,28.32782,0.94986,1,1,0.62018,0.44363,0.65693,0.37943,1
Data,1245.6576,422.4312,00:01:40:0030,1,1,29.94457,0.94986,28.31205,0.94986,1,1,0.61640,0.45456,0.62900,0.38466,1
Data,1244.0832,423.3924,00:01:40:0037,1,1,29.94457,0.94986,28.48913,0.94986,1,1,0.61640,0.45456,0.62900,0.38466,1
Data,1242.7584,423.9648,00:01:40:0044,1,1,29.83359,0.94986,28.53198,0.94986,1,1,0.62478,0.44042,0.62531,0.37861,1
Data,1241.7408,424.5804,00:01:40:0052,1,1,29.76501,0.94986,28.56878,0.94986,1,1,0.61995,0.44915,0.63890,0.37472,1
Data,1240.8,425.16360000000003,00:01:40:0058,1,1,29.90540,0.94986,28.48194,0.94986,1,1,0.61995,0.44915,0.63890,0.37472,1
End,1239.8783999999998,425.8008,00:01:40:0065,1,1,29.94457,0.94986,28.54958,0.94986,1,1,0.62297,0.44083,0.63485,0.38877,1
Begin,1202.1888000000001,445.6944,00:01:40:0100,1,1,29.77344,0.94986,28.52077,0.94986,1,1,0.60727,0.40351,0.66098,0.38212,1
Data,1202.1888000000001,445.6944,00:01:40:0107,1,1,29.77344,0.94986,28.52077,0.94986,1,1,0.60727,0.40351,0.66098,0.38212,1
Data,1207.6992,440.694,00:01:40:0114,1,1,29.74735,0.95851,28.52587,0.94185,1,1,0.60950,0.40387,0.66298,0.38741,1
Data,1207.6032,439.5816,00:01:40:0121,1,1,29.82462,0.95050,28.82932,0.93383,1,1,0.61900,0.39896,0.63814,0.40063,1
Data,1208.1216,436.91400000000004,00:01:40:0128,1,1,29.96868,0.94249,28.77217,0.92582,1,1,0.62323,0.40667,0.63955,0.36294,1
Data,1208.4864,434.89439999999996,00:01:40:0135,1,1,29.85527,0.93448,28.51721,0.93448,1,1,0.62205,0.41359,0.64037,0.35815,1
Data,1209.1392,435.7908,00:01:40:0142,1,1,29.88358,0.93448,28.78304,0.95114,1,1,0.61904,0.47576,0.64724,0.34778,1
Data,1210.8863999999999,435.5964,00:01:40:0149,1,1,29.97984,0.95114,28.72005,0.96781,1,1,0.62623,0.45849,0.65507,0.34418,1
Data,1212.5184,434.9808,00:01:40:0156,1,1,29.84835,0.95915,28.60507,0.97582,1,1,0.62741,0.45207,0.65592,0.33982,1
Data,1213.5168,433.782,00:01:40:0163,1,1,29.71517,0.96717,28.71664,0.96717,1,1,0.64139,0.43320,0.63626,0.34129,1
Data,1214.7264,433.3932,00:01:40:0170,1,1,29.78385,0.95851,28.67399,0.95851,1,1,0.64654,0.43904,0.63656,0.35353,1
Data,1215.6096,433.62,00:01:40:0177,1,1,29.61814,0.94986,28.59876,0.94093,1,1,0.64512,0.44600,0.63500,0.36313,1
Data,1216.4352000000001,432.83160000000004,00:01:40:0184,1,1,29.84466,0.94093,28.67794,0.93200,1,1,0.62531,0.40748,0.65554,0.37070,1
Data,1216.8192,432.486,00:01:40:0191,1,1,29.58128,0.93200,28.68079,0.92307,1,1,0.62449,0.41891,0.64963,0.37126,1
Data,1217.0304,432.54,00:01:40:0198,1,1,29.65557,0.92307,28.53039,0.91415,1,1,0.62315,0.42659,0.64868,0.37613,1
Data,1216.7616,432.9072,00:01:40:0205,1,1,29.69543,0.91415,28.54226,0.91415,1,1,0.59769,0.44172,0.66452,0.37302,1
Data,1215.8208,433.4904,00:01:40:0212,1,1,29.73517,0.91415,28.51170,0.91415,1,1,0.60689,0.44449,0.64003,0.37983,1
